OBJECTID_1,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LOGRECNO,Shape_Length,Shape_Area
308,352,42,101,027700,42101027700,277,Census Tract 277,G5020,S,542404,0,+40.0505444,-075.1512267,10590,12604.96369,5837678.818
309,353,42,101,027800,42101027800,278,Census Tract 278,G5020,S,724725,0,+40.0425278,-075.1471626,10591,13447.30418,7800725.911
310,354,42,101,028000,42101028000,280,Census Tract 280,G5020,S,718346,0,+40.0261190,-075.1546481,10594,11756.33169,7731604.307
311,355,42,101,028100,42101028100,281,Census Tract 281,G5020,S,503541,0,+40.0304473,-075.1491299,10595,11075.17973,5420018.222
312,356,42,101,028200,42101028200,282,Census Tract 282,G5020,S,855812,0,+40.0348704,-075.1403327,10596,14218.76024,9236687.673
313,357,42,101,031800,42101031800,318,Census Tract 318,G5020,S,464290,0,+40.0311021,-075.0769892,10632,10405.87069,4996256.521
314,358,42,101,031900,42101031900,319,Census Tract 319,G5020,S,773285,0,+40.0230600,-075.0648988,10633,12027.85831,8323171.484
315,359,42,101,032000,42101032000,320,Census Tract 320,G5020,S,681549,0,+40.0271751,-075.0548674,10634,12252.39959,7335553.133
316,360,42,101,032100,42101032100,321,Census Tract 321,G5020,S,552928,0,+40.0170175,-075.0589752,10635,9677.125013,5947792.707
317,361,42,101,032300,42101032300,323,Census Tract 323,G5020,S,600043,0,+40.0210898,-075.0515270,10636,10644.23617,6455130.038
318,362,42,101,032500,42101032500,325,Census Tract 325,G5020,S,839319,0,+40.0263918,-075.0452561,10637,14028.84241,9034155.388
319,363,42,101,032600,42101032600,326,Census Tract 326,G5020,S,809898,0,+40.0302773,-075.0396263,10638,13567.70742,8717250.173
320,364,42,101,989100,42101989100,9891,Census Tract 9891,G5020,S,2664969,1649710,+40.0377830,-075.0034085,10718,30831.00594,44217922.64
321,365,42,101,032900,42101032900,329,Census Tract 329,G5020,S,922922,21617,+40.0379010,-075.0249713,10639,14492.49302,10180836.09
322,366,42,101,033000,42101033000,330,Census Tract 330,G5020,S,732860,0,+40.0335974,-075.0338492,10640,12265.3409,7875460.867
323,367,42,101,033200,42101033200,332,Census Tract 332,G5020,S,828420,0,+40.0439411,-075.0448281,10643,13863.24638,9127276.349
324,368,42,101,980300,42101980300,9803,Census Tract 9803,G5020,S,7594331,24435,+40.0812065,-075.0106977,10711,36644.02168,82003146.84
325,369,42,101,035500,42101035500,355,Census Tract 355,G5020,S,2290053,1067,+40.0911285,-075.0293244,10669,21150.56656,24658230.23
326,370,42,101,035800,42101035800,358,Census Tract 358,G5020,S,1757756,2013,+40.1213169,-075.0257898,10674,17788.63337,18940107.12
327,371,42,101,035900,42101035900,359,Census Tract 359,G5020,S,2244717,2511,+40.1103418,-075.0151645,10675,21883.20902,24191267.76
328,372,42,101,036000,42101036000,360,Census Tract 360,G5020,S,2043084,638,+40.1042670,-075.0108187,10676,21488.3047,21994776.38
329,373,42,101,036100,42101036100,361,Census Tract 361,G5020,S,1230432,7138,+40.0987766,-074.9907481,10677,18217.51791,13251884.93
330,374,42,101,036203,42101036203,362.03,Census Tract 362.03,G5020,S,1475496,68020,+40.0760921,-074.9742967,10680,21303.3803,16540927.31
331,375,42,101,035302,42101035302,353.02,Census Tract 353.02,G5020,S,1498641,17292,+40.0730774,-074.9968713,10668,19343.46461,16320130.86
332,376,42,101,036201,42101036201,362.01,Census Tract 362.01,G5020,S,1031929,15195,+40.0820300,-074.9868079,10678,14600.06616,11270239.89
333,377,42,101,036302,42101036302,363.02,Census Tract 363.02,G5020,S,502696,0,+40.0973153,-074.9805151,10682,11114.09826,5489889.637
334,378,42,101,036900,42101036900,369,Census Tract 369,G5020,S,1859159,193283,+39.9494281,-075.1957548,10689,23983.96935,21981619.46
335,379,42,101,037300,42101037300,373,Census Tract 373,G5020,S,2573046,162376,+39.9024981,-075.1879361,10691,30346.76419,29443166.85
336,380,42,101,037200,42101037200,372,Census Tract 372,G5020,S,1028984,0,+39.9129487,-075.1599379,10690,16772.52264,11070039.33
337,381,42,101,038300,42101038300,383,Census Tract 383,G5020,S,3064496,0,+40.0108630,-075.1248984,10700,27521.62275,32983932.15
338,382,42,101,039000,42101039000,390,Census Tract 390,G5020,S,2032689,0,+40.0357300,-075.0938840,10707,21991.76743,21883020.64
339,383,42,101,037800,42101037800,378,Census Tract 378,G5020,S,3760084,1936838,+39.9805802,-075.0956845,10695,42170.72609,60392490.94
340,384,42,101,037700,42101037700,377,Census Tract 377,G5020,S,736894,0,+39.9824381,-075.1506932,10694,11506.67429,7931528.268
341,218,42,101,009300,42101009300,93,Census Tract 93,G5020,S,402475,0,+39.9622914,-075.2240225,10428,8841.239258,4322326.428
342,219,42,101,006700,42101006700,67,Census Tract 67,G5020,S,1001467,0,+39.9242475,-075.2242816,10400,13341.38146,10789386.33
343,220,42,101,006900,42101006900,69,Census Tract 69,G5020,S,704352,102803,+39.9306204,-075.2146526,10401,15339.56453,8739751.126
344,221,42,101,007000,42101007000,70,Census Tract 70,G5020,S,469047,0,+39.9351850,-075.2214770,10402,9114.62275,5054907.29
345,222,42,101,007200,42101007200,72,Census Tract 72,G5020,S,502614,0,+39.9446370,-075.2332168,10405,9927.397232,5409892.459
346,223,42,101,007300,42101007300,73,Census Tract 73,G5020,S,387201,0,+39.9448185,-075.2232916,10406,9701.334134,4167411.765
347,224,42,101,007400,42101007400,74,Census Tract 74,G5020,S,675930,0,+39.9408575,-075.2143067,10407,11588.85328,7271548.654
348,225,42,101,007700,42101007700,77,Census Tract 77,G5020,S,322260,0,+39.9463523,-075.2082584,10408,9800.591437,3466166.281
349,226,42,101,007800,42101007800,78,Census Tract 78,G5020,S,427404,0,+39.9464580,-075.2162637,10409,9096.329278,4600586.178
350,227,42,101,011500,42101011500,115,Census Tract 115,G5020,S,370456,0,+39.9773687,-075.2518303,10449,8029.523018,3988223.043
351,228,42,101,011700,42101011700,117,Census Tract 117,G5020,S,654019,0,+39.9919070,-075.2404371,10450,11888.17503,7054757.455
352,229,42,101,011800,42101011800,118,Census Tract 118,G5020,S,915129,0,+39.9852889,-075.2357395,10451,17695.56378,9850609.663
353,230,42,101,011900,42101011900,119,Census Tract 119,G5020,S,691111,0,+39.9861142,-075.2288429,10452,14004.95603,7438690.598
354,231,42,101,012000,42101012000,120,Census Tract 120,G5020,S,600681,0,+39.9955323,-075.2297466,10453,10272.48548,6463440.098
355,232,42,101,012100,42101012100,121,Census Tract 121,G5020,S,876796,5378,+39.9964998,-075.2223795,10454,14072.50979,9480608.69
356,233,42,101,012500,42101012500,125,Census Tract 125,G5020,S,864810,49075,+39.9613701,-075.1720837,10458,17570.58495,9807940.167
357,234,42,101,013100,42101013100,131,Census Tract 131,G5020,S,322157,0,+39.9651312,-075.1507381,10459,7474.348051,3468298.654
358,235,42,101,013200,42101013200,132,Census Tract 132,G5020,S,426671,0,+39.9662042,-075.1571335,10460,8614.782295,4592516.459
359,236,42,101,013300,42101013300,133,Census Tract 133,G5020,S,357932,0,+39.9666126,-075.1629455,10461,8709.975775,3852677.674
360,237,42,101,013500,42101013500,135,Census Tract 135,G5020,S,404891,0,+39.9693564,-075.1700367,10464,8941.381322,4358444.302
361,238,42,101,013700,42101013700,137,Census Tract 137,G5020,S,589738,0,+39.9772752,-075.1842323,10467,10207.46846,6347367.529
362,239,42,101,017000,42101017000,170,Census Tract 170,G5020,S,1570376,50400,+40.0078614,-075.1834204,10499,19367.07385,17434330.92
363,240,42,101,017100,42101017100,171,Census Tract 171,G5020,S,1140882,0,+40.0027449,-075.1763248,10500,16771.55127,12276800.69
364,241,42,101,017300,42101017300,173,Census Tract 173,G5020,S,874586,0,+39.9985707,-075.1609337,10503,14163.14781,9414354.307
365,242,42,101,017400,42101017400,174,Census Tract 174,G5020,S,353985,0,+39.9962138,-075.1503586,10504,7778.877062,3810202.698
366,243,42,101,017500,42101017500,175,Census Tract 175,G5020,S,719915,6252,+39.9979150,-075.1429842,10505,12163.69848,7815823.237
367,244,42,101,017800,42101017800,178,Census Tract 178,G5020,S,662905,0,+39.9913734,-075.1173063,10510,11991.47572,7134748.52
368,245,42,101,017900,42101017900,179,Census Tract 179,G5020,S,714008,0,+39.9870535,-075.1139340,10511,13091.86773,7685648.463
369,246,42,101,018300,42101018300,183,Census Tract 183,G5020,S,1834680,185387,+39.9956035,-075.0746225,10514,23684.77628,20914593.47
370,247,42,101,018400,42101018400,184,Census Tract 184,G5020,S,1285745,949471,+39.9996644,-075.0637363,10515,26347.56075,24099629.72
371,248,42,101,018800,42101018800,188,Census Tract 188,G5020,S,663288,0,+39.9973659,-075.1058296,10516,11238.42474,7140325.296
372,249,42,101,021700,42101021700,217,Census Tract 217,G5020,S,1559576,0,+40.0450277,-075.2239451,10543,17911.94311,16785447.4
373,250,42,101,021800,42101021800,218,Census Tract 218,G5020,S,996088,0,+40.0574759,-075.2324353,10544,18361.51977,11008763.42
374,251,42,101,021900,42101021900,219,Census Tract 219,G5020,S,1410069,51091,+40.0505829,-075.2470033,10545,20753.48032,15763780.64
375,252,42,101,022000,42101022000,220,Census Tract 220,G5020,S,2944018,99558,+40.0562177,-075.2520092,10546,26056.06194,32709518.51
376,253,42,101,980100,42101980100,9801,Census Tract 9801,G5020,S,5476589,240667,+40.0509585,-075.2149160,10709,99149.27961,63442088.25
377,254,42,101,023100,42101023100,231,Census Tract 231,G5020,S,732803,1270,+40.0666637,-075.2038514,10547,15054.92135,7864272.224
378,255,42,101,023500,42101023500,235,Census Tract 235,G5020,S,775430,0,+40.0394435,-075.2007925,10548,21248.50322,8595307.931
379,256,42,101,023600,42101023600,236,Census Tract 236,G5020,S,978096,0,+40.0427145,-075.1946940,10549,15326.61182,10527693.6
380,257,42,101,023700,42101023700,237,Census Tract 237,G5020,S,1072973,0,+40.0487394,-075.1886069,10550,14847.32576,11548760.84
381,258,42,101,023800,42101023800,238,Census Tract 238,G5020,S,781630,0,+40.0389370,-075.1827038,10551,11980.22725,8413326.835
382,259,42,101,023900,42101023900,239,Census Tract 239,G5020,S,486037,2704,+40.0339713,-075.1875115,10552,10218.91129,5260647.699
383,260,42,101,024000,42101024000,240,Census Tract 240,G5020,S,617080,0,+40.0280807,-075.1794623,10553,10902.40879,6641975.92
384,261,42,101,025700,42101025700,257,Census Tract 257,G5020,S,748205,0,+40.0724586,-075.1962708,10568,11391.64521,8033515.67
